I
1000 Generated by WorldEditor

1     16 0 0 VO94 CAMPBELL BAY
100 29.87 1 0 0.25 0 0 0 05  07.00965651  093.91930801    0    0 2 0 0 0 23  07.01621091  093.92623221    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 82
111  07.01182043  093.92364184
111  07.01226877  093.92415138
111  07.01247321  093.92395262
113  07.01202846  093.92344308
110 2 0.00 0.0000 New Taxiway 81
111  07.01598266  093.92581080
111  07.01608243  093.92590604
111  07.01673885  093.92523938
113  07.01664433  093.92514414
110 2 0.00 0.0000 New Taxiway 80
111  07.01309441  093.92313359
112  07.01282659  093.92337697  07.01281083  093.92337697
111  07.01280558  093.92338226
112  07.01273206  093.92337168  07.01266905  093.92336110
112  07.01266380  093.92337697  07.01263229  093.92338226
111  07.01259553  093.92342988
112  07.01250100  093.92353041  07.01248525  093.92354099
111  07.01241173  093.92353041
111  07.01233296  093.92360977
111  07.01233296  093.92364152
111  07.01255877  093.92386374
111  07.01262178  093.92391665
112  07.01267955  093.92385845  07.01268480  093.92383199
111  07.01271106  093.92381612
112  07.01293687  093.92402776  07.01295787  093.92403834
111  07.01297363  093.92404363
112  07.01317318  093.92388490  07.01318368  093.92387432
111  07.01318368  093.92377908
112  07.01296312  093.92355686  07.01289486  093.92349337
111  07.01292636  093.92347750
113  07.01319943  093.92323412
19  07.01030453  093.91953063 1 WS
19  07.01565843  093.92597881 1 WS
99
