I
1000 Generated by WorldEditor

1   3116 0 0 VO95 HOSUR
100 52.97 1 0 0.25 0 0 0 09  12.66186817  077.76242438    0  125 2 0 0 0 27  12.66256940  077.77997612  150   45 2 0 0 0
110 2 0.00 0.0000 New Taxiway 5
111  12.66320055  077.76304479
112  12.66321688  077.76297785  12.66322547  077.76295495
111  12.66327188  077.76296464
112  12.66415661  077.76307685  12.66424995  077.76309157
111  12.66424636  077.76323138
111  12.66422482  077.76351836
111  12.66458020  077.76359194
111  12.66447251  077.76454854
111  12.66504687  077.76467364
111  12.66512584  077.76402609
111  12.66518328  077.76400402
111  12.66526584  077.76400402
111  12.66529097  077.76398194
111  12.66541302  077.76399298
111  12.66549558  077.76280091
112  12.66472860  077.76269409  12.66463663  077.76268192
111  12.66460993  077.76274882
112  12.66458916  077.76280963  12.66458026  077.76283396
111  12.66457433  077.76283092
111  12.66434589  077.76280659
112  12.66432513  077.76288261  12.66430436  077.76295559
111  12.66419047  077.76298405
112  12.66325714  077.76286631  12.66314585  077.76285159
113  12.66313711  077.76282200
110 1 0.00 0.0000 New Taxiway 2
111  12.66209073  077.76146322
112  12.66213525  077.76133938  12.66213525  077.76128724
111  12.66232603  077.76124161
111  12.66246594  077.76135241
111  12.66254225  077.76143715
111  12.66264400  077.76157402
111  12.66285386  077.76235618
112  12.66314004  077.76326868  12.66325451  077.76349681
111  12.66346437  077.76353592
111  12.66378234  077.76361413
111  12.66370603  077.76446798
111  12.66447552  077.76455272
111  12.66457091  077.76359458
111  12.66380142  077.76343815
112  12.66334990  077.76330779  12.66322907  077.76322306
111  12.66320363  077.76306011
111  12.66314004  077.76283198
111  12.66294925  077.76218019
112  12.66279663  077.76169135  12.66279663  077.76168483
112  12.66275211  077.76149581  12.66272667  077.76141759
111  12.66268216  077.76137849
111  12.66263128  077.76131331
111  12.66254225  077.76121554
111  12.66234511  077.76105259
113  12.66208437  077.76088312
110 1 0.00 0.0000 New Taxiway 1
111  12.66223064  077.76498942
111  12.66359156  077.76515888
111  12.66355340  077.76543264
111  12.66427837  077.76551737
111  12.66437377  077.76478084
111  12.66364243  077.76467656
111  12.66361063  077.76494379
113  12.66221802  077.76477944
110 2 0.00 0.0000 New Taxiway 7
112  12.66448033  077.76478207  12.66448033  077.76479421
111  12.66439740  077.76551865
111  12.66492258  077.76560768
111  12.66496602  077.76533652
111  12.66512002  077.76536081
111  12.66515161  077.76513012
111  12.66497786  077.76510584
113  12.66499366  077.76484277
120 Linear Feature 6
111  12.66316559  077.76290509 1 101
115  12.66448983  077.76308753
120 Linear Feature 4
111  12.66210345  077.76108518 1 101
112  12.66186179  077.76159358  12.66186179  077.76189992 1 101
115  12.66187451  077.76201724
120 Linear Feature 3
111  12.66209709  077.76109170 1 101
111  12.66228151  077.76112429 1 101
112  12.66270760  077.76159358  12.66284114  077.76194555 1 101
111  12.66297469  077.76249305 1 101
111  12.66319091  077.76320351 1 101
112  12.66354704  077.76347074  12.66382050  077.76353592 1 101
115  12.66382050  077.76353592
19  12.66288977  077.76282460 1 WS
19  12.66190708  077.77853573 1 WS
99
