I
1000 Generated by WorldEditor

1   1263 1 0 VIJP JAIPUR
100 45.11 2 2 0.25 0 3 0 09  26.82290612  075.79822912    0   61 2 7 0 2 27  26.82553912  075.82622112    0   61 3 7 0 2
110 2 0.00 0.0000 New Taxiway 40
111  26.82583217  075.82631856
111  26.82611732  075.82626773
112  26.82603955  075.82536725  26.82602659  075.82520749
112  26.82590994  075.82519297  26.82578681  075.82509856
113  26.82569608  075.82487344
110 2 0.00 0.0000 New Taxiway 39
111  26.82536557  075.82127881
111  26.82550167  075.82119167
112  26.82563128  075.82106822  26.82576089  075.82093024
112  26.82554055  075.82033477  26.82533965  075.82014596
113  26.82522300  075.81974655
110 2 0.00 0.0000 New Taxiway 17
111  26.83200427  075.79676958
111  26.83212736  075.79666182
111  26.83198889  075.79643336
113  26.83184144  075.79654974
110 2 0.00 0.0000 New Taxiway 16
111  26.83183928  075.79705565
111  26.83176183  075.79704445
111  26.83169187  075.79695765
111  26.83148699  075.79656285
111  26.83154945  075.79651525
112  26.83158943  075.79652925  26.83163440  075.79654325
111  26.83174007  075.79661820
111  26.83190247  075.79687782
111  26.83194228  075.79688050
112  26.83195661  075.79686622  26.83197094  075.79685195
112  26.83203221  075.79683160  26.83204430  075.79681804
111  26.83202011  075.79675367
111  26.83194756  075.79669608
112  26.83187198  075.79654024  26.83180849  075.79644199
111  26.83164524  075.79643521
112  26.83159686  075.79641827  26.83154849  075.79640133
111  26.83155152  075.79639794
111  26.83066874  075.79713651
113  26.83104664  075.79772601
110 2 0.00 0.0000 New Taxiway 15
112  26.83452232  075.79445259  26.83454892  075.79448986
111  26.83457885  075.79459421
111  26.83467660  075.79454246
112  26.83467316  075.79453725  26.83467306  075.79453715
111  26.83463539  075.79446750
111  26.83490143  075.79426252
112  26.83496129  075.79432588  26.83499455  075.79436315
111  26.83500452  075.79445259
112  26.83500120  075.79449359  26.83499787  075.79453458
111  26.83496129  075.79453086
111  26.83509036  075.79461617
112  26.83506438  075.79458303  26.83504110  075.79455322
111  26.83506771  075.79449359
111  26.83513754  075.79436315
111  26.83507103  075.79431470
111  26.83493136  075.79422526
112  26.83478504  075.79403891  26.83467529  075.79388984
111  26.83458551  075.79396065
113  26.83435937  075.79415445
110 2 0.00 0.0000 New Taxiway 14
111  26.82209964  075.80372011
111  26.82235571  075.80430889
111  26.82251866  075.80464054
111  26.82259847  075.80491257
111  26.82265501  075.80506536
112  26.82267496  075.80530012  26.82269159  075.80542682
111  26.82276475  075.80591871
111  26.82291107  075.80661556
112  26.82301084  075.80682797  26.82302747  075.80693976
